context_id,raw_context,disease,biomarkers,drugs,therapy_type,therapy_strategy,indication,approval_url
368,"if a patient with non-small cell lung cancer has pd-l1 >= 1%, wild type alk, wild type egfr, one recommended therapy is pembrolizumab. therapy type: immunotherapy. therapy strategy: pd-1/pd-l1 inhibition. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated as a single agent for the first-line treatment of patients with nsclc expressing pd-l1 [tumor proportion score (tps) >=1%] as determined by an fda-approved test, with no egfr or alk genomic tumor aberrations, and is: stage iii where patients are not candidates for surgical resection or definitive chemoradiation, or metastatic. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf",non-small cell lung cancer,"['pd-l1 >= 1%', 'wild type alk', 'wild type egfr']",['pembrolizumab'],['immunotherapy'],['pd-1/pd-l1 inhibition'],"keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated as a single agent for the first-line treatment of patients with nsclc expressing pd-l1 [tumor proportion score (tps) >=1%] as determined by an fda-approved test, with no egfr or alk genomic tumor aberrations, and is: stage iii where patients are not candidates for surgical resection or definitive chemoradiation, or metastatic",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
369,"if a patient with metastatic non-small cell lung cancer has pd-l1 >= 1%, one recommended therapy is pembrolizumab. therapy type: immunotherapy. therapy strategy: pd-1/pd-l1 inhibition. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated as a single agent for the treatment of patients with metastatic nsclc whose tumors express pd-l1 (tps >=1%) as determined by an fda-approved test, with disease progression on or after platinum containing chemotherapy. patients with egfr or alk genomic tumor aberrations should have disease progression on fda-approved therapy for these aberrations prior to receiving keytruda. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf",metastatic non-small cell lung cancer,['pd-l1 >= 1%'],['pembrolizumab'],['immunotherapy'],['pd-1/pd-l1 inhibition'],"keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated as a single agent for the treatment of patients with metastatic nsclc whose tumors express pd-l1 (tps >=1%) as determined by an fda-approved test, with disease progression on or after platinum containing chemotherapy. patients with egfr or alk genomic tumor aberrations should have disease progression on fda-approved therapy for these aberrations prior to receiving keytruda",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
370,"if a patient with metastatic or unresectable, recurrent head and neck squamous cell carcinoma has pd-l1 (cps) >= 1, one recommended therapy is pembrolizumab. therapy type: immunotherapy. therapy strategy: pd-1/pd-l1 inhibition. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated as a single agent for the first-line treatment of patients with metastatic or with unresectable, recurrent hnscc whose tumors express pd-l1 [combined positive score (cps) >=1] as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf","metastatic or unresectable, recurrent head and neck squamous cell carcinoma",['pd-l1 (cps) >= 1'],['pembrolizumab'],['immunotherapy'],['pd-1/pd-l1 inhibition'],"keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated as a single agent for the first-line treatment of patients with metastatic or with unresectable, recurrent hnscc whose tumors express pd-l1 [combined positive score (cps) >=1] as determined by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
371,"if a patient with unresectable or metastatic any solid tumor has dmmr, one recommended therapy is pembrolizumab. therapy type: immunotherapy. therapy strategy: pd-1/pd-l1 inhibition. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated for the treatment of adult and pediatric patients with unresectable or metastatic microsatellite instability-high (msi-h) or mismatch repair deficient (dmmr) solid tumors, as determined by an fda approved test, that have progressed following prior treatment and who have no satisfactory alternative treatment options. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf",unresectable or metastatic any solid tumor,['dmmr'],['pembrolizumab'],['immunotherapy'],['pd-1/pd-l1 inhibition'],"keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated for the treatment of adult and pediatric patients with unresectable or metastatic microsatellite instability-high (msi-h) or mismatch repair deficient (dmmr) solid tumors, as determined by an fda approved test, that have progressed following prior treatment and who have no satisfactory alternative treatment options",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
372,"if a patient with unresectable or metastatic any solid tumor has msi-h, one recommended therapy is pembrolizumab. therapy type: immunotherapy. therapy strategy: pd-1/pd-l1 inhibition. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated for the treatment of adult and pediatric patients with unresectable or metastatic microsatellite instability-high (msi-h) or mismatch repair deficient (dmmr) solid tumors, as determined by an fda approved test, that have progressed following prior treatment and who have no satisfactory alternative treatment options. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf",unresectable or metastatic any solid tumor,['msi-h'],['pembrolizumab'],['immunotherapy'],['pd-1/pd-l1 inhibition'],"keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated for the treatment of adult and pediatric patients with unresectable or metastatic microsatellite instability-high (msi-h) or mismatch repair deficient (dmmr) solid tumors, as determined by an fda approved test, that have progressed following prior treatment and who have no satisfactory alternative treatment options",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
373,"if a patient with unresectable or metastatic colorectal adenocarcinoma has dmmr, one recommended therapy is pembrolizumab. therapy type: immunotherapy. therapy strategy: pd-1/pd-l1 inhibition. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated for the treatment of patients with unresectable or metastatic msi-h or dmmr colorectal cancer (crc) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf",unresectable or metastatic colorectal adenocarcinoma,['dmmr'],['pembrolizumab'],['immunotherapy'],['pd-1/pd-l1 inhibition'],keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated for the treatment of patients with unresectable or metastatic msi-h or dmmr colorectal cancer (crc) as determined by an fda-approved test,https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
374,"if a patient with unresectable or metastatic colorectal adenocarcinoma has msi-h, one recommended therapy is pembrolizumab. therapy type: immunotherapy. therapy strategy: pd-1/pd-l1 inhibition. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated for the treatment of patients with unresectable or metastatic msi-h or dmmr colorectal cancer (crc) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf",unresectable or metastatic colorectal adenocarcinoma,['msi-h'],['pembrolizumab'],['immunotherapy'],['pd-1/pd-l1 inhibition'],keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated for the treatment of patients with unresectable or metastatic msi-h or dmmr colorectal cancer (crc) as determined by an fda-approved test,https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
375,"if a patient with locally advanced unresectable or metastatic adenocarcinoma of the gastroesophageal junction has her2-positive, pd-l1 (cps) >= 1, one recommended therapy is trastuzumab + pembrolizumab + cisplatin + fluorouracil. therapy type: targeted therapy + immunotherapy + chemotherapy + chemotherapy. therapy strategy: her2 inhibition + pd-1/pd-l1 inhibition + platinum-based chemotherapy + thymidylate synthase inhibition. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with trastuzumab, fluoropyrimidine- and platinum-containing chemotherapy, for the first-line treatment of adults with locally advanced unresectable or metastatic her2-positive gastric or gastroesophageal junction (gej) adenocarcinoma whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf",locally advanced unresectable or metastatic adenocarcinoma of the gastroesophageal junction,"['her2-positive', 'pd-l1 (cps) >= 1']","['trastuzumab', 'pembrolizumab', 'cisplatin', 'fluorouracil']","['targeted therapy', 'immunotherapy', 'chemotherapy', 'chemotherapy']","['her2 inhibition', 'pd-1/pd-l1 inhibition', 'platinum-based chemotherapy', 'thymidylate synthase inhibition']","keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with trastuzumab, fluoropyrimidine- and platinum-containing chemotherapy, for the first-line treatment of adults with locally advanced unresectable or metastatic her2-positive gastric or gastroesophageal junction (gej) adenocarcinoma whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
376,"if a patient with locally advanced unresectable or metastatic adenocarcinoma of the gastroesophageal junction has her2-positive, pd-l1 (cps) >= 1, one recommended therapy is trastuzumab + pembrolizumab + oxaliplatin + capecitabine. therapy type: targeted therapy + immunotherapy + chemotherapy + chemotherapy. therapy strategy: her2 inhibition + pd-1/pd-l1 inhibition + platinum-based chemotherapy + thymidylate synthase inhibition. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with trastuzumab, fluoropyrimidine- and platinum-containing chemotherapy, for the first-line treatment of adults with locally advanced unresectable or metastatic her2-positive gastric or gastroesophageal junction (gej) adenocarcinoma whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf",locally advanced unresectable or metastatic adenocarcinoma of the gastroesophageal junction,"['her2-positive', 'pd-l1 (cps) >= 1']","['trastuzumab', 'pembrolizumab', 'oxaliplatin', 'capecitabine']","['targeted therapy', 'immunotherapy', 'chemotherapy', 'chemotherapy']","['her2 inhibition', 'pd-1/pd-l1 inhibition', 'platinum-based chemotherapy', 'thymidylate synthase inhibition']","keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with trastuzumab, fluoropyrimidine- and platinum-containing chemotherapy, for the first-line treatment of adults with locally advanced unresectable or metastatic her2-positive gastric or gastroesophageal junction (gej) adenocarcinoma whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
377,"if a patient with locally advanced unresectable or metastatic adenocarcinoma of the gastroesophageal junction has her2-negative, one recommended therapy is pembrolizumab + cisplatin + fluorouracil. therapy type: immunotherapy + chemotherapy + chemotherapy. therapy strategy: pd-1/pd-l1 inhibition + platinum-based chemotherapy + thymidylate synthase inhibition. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with fluoropyrimidine- and platinum-containing chemotherapy, for the first-line treatment of adults with locally advanced unresectable or metastatic her2-negative gastric or gastroesophageal junction (gej) adenocarcinoma. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf",locally advanced unresectable or metastatic adenocarcinoma of the gastroesophageal junction,['her2-negative'],"['pembrolizumab', 'cisplatin', 'fluorouracil']","['immunotherapy', 'chemotherapy', 'chemotherapy']","['pd-1/pd-l1 inhibition', 'platinum-based chemotherapy', 'thymidylate synthase inhibition']","keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with fluoropyrimidine- and platinum-containing chemotherapy, for the first-line treatment of adults with locally advanced unresectable or metastatic her2-negative gastric or gastroesophageal junction (gej) adenocarcinoma",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
378,"if a patient with locally advanced unresectable or metastatic adenocarcinoma of the gastroesophageal junction has her2-negative, one recommended therapy is pembrolizumab + oxaliplatin + capecitabine. therapy type: immunotherapy + chemotherapy + chemotherapy. therapy strategy: pd-1/pd-l1 inhibition + platinum-based chemotherapy + thymidylate synthase inhibition. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with fluoropyrimidine- and platinum-containing chemotherapy, for the first-line treatment of adults with locally advanced unresectable or metastatic her2-negative gastric or gastroesophageal junction (gej) adenocarcinoma. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf",locally advanced unresectable or metastatic adenocarcinoma of the gastroesophageal junction,['her2-negative'],"['pembrolizumab', 'oxaliplatin', 'capecitabine']","['immunotherapy', 'chemotherapy', 'chemotherapy']","['pd-1/pd-l1 inhibition', 'platinum-based chemotherapy', 'thymidylate synthase inhibition']","keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with fluoropyrimidine- and platinum-containing chemotherapy, for the first-line treatment of adults with locally advanced unresectable or metastatic her2-negative gastric or gastroesophageal junction (gej) adenocarcinoma",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
379,"if a patient with locally advanced or metastatic adenocarcinoma of the gastroesophageal junction has pd-l1 (cps) >= 10, one recommended therapy is pembrolizumab. therapy type: immunotherapy. therapy strategy: pd-1/pd-l1 inhibition. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated for the treatment of patients with locally advanced or metastatic esophageal or gastroesophageal junction (gej) (tumors with epicenter 1 to 5 centimeters above the gej) carcinoma that is not amenable to surgical resection or definitive chemoradiation as a single agent after one or more prior lines of systemic therapy for patients with tumors of squamous cell histology that express pd-l1 (cps >=10) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf",locally advanced or metastatic adenocarcinoma of the gastroesophageal junction,['pd-l1 (cps) >= 10'],['pembrolizumab'],['immunotherapy'],['pd-1/pd-l1 inhibition'],keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated for the treatment of patients with locally advanced or metastatic esophageal or gastroesophageal junction (gej) (tumors with epicenter 1 to 5 centimeters above the gej) carcinoma that is not amenable to surgical resection or definitive chemoradiation as a single agent after one or more prior lines of systemic therapy for patients with tumors of squamous cell histology that express pd-l1 (cps >=10) as determined by an fda-approved test,https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
380,"if a patient with locally advanced or metastatic esophageal adenocarcinoma has pd-l1 (cps) >= 10, one recommended therapy is pembrolizumab. therapy type: immunotherapy. therapy strategy: pd-1/pd-l1 inhibition. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated for the treatment of patients with locally advanced or metastatic esophageal or gastroesophageal junction (gej) (tumors with epicenter 1 to 5 centimeters above the gej) carcinoma that is not amenable to surgical resection or definitive chemoradiation as a single agent after one or more prior lines of systemic therapy for patients with tumors of squamous cell histology that express pd-l1 (cps >=10) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf",locally advanced or metastatic esophageal adenocarcinoma,['pd-l1 (cps) >= 10'],['pembrolizumab'],['immunotherapy'],['pd-1/pd-l1 inhibition'],keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated for the treatment of patients with locally advanced or metastatic esophageal or gastroesophageal junction (gej) (tumors with epicenter 1 to 5 centimeters above the gej) carcinoma that is not amenable to surgical resection or definitive chemoradiation as a single agent after one or more prior lines of systemic therapy for patients with tumors of squamous cell histology that express pd-l1 (cps >=10) as determined by an fda-approved test,https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
381,"if a patient with persistent, recurrent, or metastatic cervical adenocarcinoma has pd-l1 (cps) >= 1, one recommended therapy is pembrolizumab + cisplatin + paclitaxel. therapy type: immunotherapy + chemotherapy + chemotherapy. therapy strategy: pd-1/pd-l1 inhibition + platinum-based chemotherapy + taxane-based chemotherapy. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf","persistent, recurrent, or metastatic cervical adenocarcinoma",['pd-l1 (cps) >= 1'],"['pembrolizumab', 'cisplatin', 'paclitaxel']","['immunotherapy', 'chemotherapy', 'chemotherapy']","['pd-1/pd-l1 inhibition', 'platinum-based chemotherapy', 'taxane-based chemotherapy']","keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
382,"if a patient with persistent, recurrent, or metastatic cervical squamous cell carcinoma has pd-l1 (cps) >= 1, one recommended therapy is pembrolizumab + cisplatin + paclitaxel. therapy type: immunotherapy + chemotherapy + chemotherapy. therapy strategy: pd-1/pd-l1 inhibition + platinum-based chemotherapy + taxane-based chemotherapy. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf","persistent, recurrent, or metastatic cervical squamous cell carcinoma",['pd-l1 (cps) >= 1'],"['pembrolizumab', 'cisplatin', 'paclitaxel']","['immunotherapy', 'chemotherapy', 'chemotherapy']","['pd-1/pd-l1 inhibition', 'platinum-based chemotherapy', 'taxane-based chemotherapy']","keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
383,"if a patient with persistent, recurrent, or metastatic cervical adenocarcinoma has pd-l1 (cps) >= 1, one recommended therapy is bevacizumab + pembrolizumab + cisplatin + paclitaxel. therapy type: targeted therapy + immunotherapy + chemotherapy + chemotherapy. therapy strategy: vegf inhibition + pd-1/pd-l1 inhibition + platinum-based chemotherapy + taxane-based chemotherapy. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf","persistent, recurrent, or metastatic cervical adenocarcinoma",['pd-l1 (cps) >= 1'],"['bevacizumab', 'pembrolizumab', 'cisplatin', 'paclitaxel']","['targeted therapy', 'immunotherapy', 'chemotherapy', 'chemotherapy']","['vegf inhibition', 'pd-1/pd-l1 inhibition', 'platinum-based chemotherapy', 'taxane-based chemotherapy']","keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
384,"if a patient with persistent, recurrent, or metastatic cervical squamous cell carcinoma has pd-l1 (cps) >= 1, one recommended therapy is bevacizumab + pembrolizumab + cisplatin + paclitaxel. therapy type: targeted therapy + immunotherapy + chemotherapy + chemotherapy. therapy strategy: vegf inhibition + pd-1/pd-l1 inhibition + platinum-based chemotherapy + taxane-based chemotherapy. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf","persistent, recurrent, or metastatic cervical squamous cell carcinoma",['pd-l1 (cps) >= 1'],"['bevacizumab', 'pembrolizumab', 'cisplatin', 'paclitaxel']","['targeted therapy', 'immunotherapy', 'chemotherapy', 'chemotherapy']","['vegf inhibition', 'pd-1/pd-l1 inhibition', 'platinum-based chemotherapy', 'taxane-based chemotherapy']","keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
385,"if a patient with persistent, recurrent, or metastatic cervical adenocarcinoma has pd-l1 (cps) >= 1, one recommended therapy is pembrolizumab + carboplatin + paclitaxel. therapy type: immunotherapy + chemotherapy + chemotherapy. therapy strategy: pd-1/pd-l1 inhibition + platinum-based chemotherapy + taxane-based chemotherapy. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf","persistent, recurrent, or metastatic cervical adenocarcinoma",['pd-l1 (cps) >= 1'],"['pembrolizumab', 'carboplatin', 'paclitaxel']","['immunotherapy', 'chemotherapy', 'chemotherapy']","['pd-1/pd-l1 inhibition', 'platinum-based chemotherapy', 'taxane-based chemotherapy']","keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
386,"if a patient with persistent, recurrent, or metastatic cervical squamous cell carcinoma has pd-l1 (cps) >= 1, one recommended therapy is pembrolizumab + carboplatin + paclitaxel. therapy type: immunotherapy + chemotherapy + chemotherapy. therapy strategy: pd-1/pd-l1 inhibition + platinum-based chemotherapy + taxane-based chemotherapy. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf","persistent, recurrent, or metastatic cervical squamous cell carcinoma",['pd-l1 (cps) >= 1'],"['pembrolizumab', 'carboplatin', 'paclitaxel']","['immunotherapy', 'chemotherapy', 'chemotherapy']","['pd-1/pd-l1 inhibition', 'platinum-based chemotherapy', 'taxane-based chemotherapy']","keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
387,"if a patient with persistent, recurrent, or metastatic cervical adenocarcinoma has pd-l1 (cps) >= 1, one recommended therapy is bevacizumab + pembrolizumab + carboplatin + paclitaxel. therapy type: targeted therapy + immunotherapy + chemotherapy + chemotherapy. therapy strategy: vegf inhibition + pd-1/pd-l1 inhibition + platinum-based chemotherapy + taxane-based chemotherapy. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf","persistent, recurrent, or metastatic cervical adenocarcinoma",['pd-l1 (cps) >= 1'],"['bevacizumab', 'pembrolizumab', 'carboplatin', 'paclitaxel']","['targeted therapy', 'immunotherapy', 'chemotherapy', 'chemotherapy']","['vegf inhibition', 'pd-1/pd-l1 inhibition', 'platinum-based chemotherapy', 'taxane-based chemotherapy']","keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
388,"if a patient with persistent, recurrent, or metastatic cervical squamous cell carcinoma has pd-l1 (cps) >= 1, one recommended therapy is bevacizumab + pembrolizumab + carboplatin + paclitaxel. therapy type: targeted therapy + immunotherapy + chemotherapy + chemotherapy. therapy strategy: vegf inhibition + pd-1/pd-l1 inhibition + platinum-based chemotherapy + taxane-based chemotherapy. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf","persistent, recurrent, or metastatic cervical squamous cell carcinoma",['pd-l1 (cps) >= 1'],"['bevacizumab', 'pembrolizumab', 'carboplatin', 'paclitaxel']","['targeted therapy', 'immunotherapy', 'chemotherapy', 'chemotherapy']","['vegf inhibition', 'pd-1/pd-l1 inhibition', 'platinum-based chemotherapy', 'taxane-based chemotherapy']","keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
389,"if a patient with recurrent or metastatic cervical adenocarcinoma has pd-l1 (cps) >= 1, one recommended therapy is pembrolizumab. therapy type: immunotherapy. therapy strategy: pd-1/pd-l1 inhibition. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated as a single agent for the treatment of patients with recurrent or metastatic cervical cancer with disease progression on or after chemotherapy whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf",recurrent or metastatic cervical adenocarcinoma,['pd-l1 (cps) >= 1'],['pembrolizumab'],['immunotherapy'],['pd-1/pd-l1 inhibition'],keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated as a single agent for the treatment of patients with recurrent or metastatic cervical cancer with disease progression on or after chemotherapy whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test,https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
390,"if a patient with recurrent or metastatic cervical squamous cell carcinoma has pd-l1 (cps) >= 1, one recommended therapy is pembrolizumab. therapy type: immunotherapy. therapy strategy: pd-1/pd-l1 inhibition. indication: keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated as a single agent for the treatment of patients with recurrent or metastatic cervical cancer with disease progression on or after chemotherapy whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf",recurrent or metastatic cervical squamous cell carcinoma,['pd-l1 (cps) >= 1'],['pembrolizumab'],['immunotherapy'],['pd-1/pd-l1 inhibition'],keytruda is a programmed death receptor-1 (pd-1)-blocking antibody indicated as a single agent for the treatment of patients with recurrent or metastatic cervical cancer with disease progression on or after chemotherapy whose tumors express pd-l1 (cps >=1) as determined by an fda-approved test,https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514Orig1s186lbl.pdf
